Unnamed: 0;Name;Family;Born;Sigil;Serves;Known As;Occupation;Relation;Death
Captain;Allard;Seaworth;;"image(""http://awoiaf.westeros.org/images/6/69/Seaworth_sigil_coat.png"")";"image(""http://awoiaf.westeros.org/images/2/2e/Stannis_sigil_coat.png"")";;"""Lady Marya"" captain";Davos' Son;Killed by Lannisters at the Battle of the Blackwater
Captain;Dale;Seaworth;;"image(""http://awoiaf.westeros.org/images/6/69/Seaworth_sigil_coat.png"")";"image(""http://awoiaf.westeros.org/images/2/2e/Stannis_sigil_coat.png"")";;"""Wraith"" captain";Davos' Son;Killed by Lannisters at the Battle of the Blackwater
Septon;Barre;;;;;;Dragonstone septon;;
Ser;Hubard;Rambton;"image(""http://awoiaf.westeros.org/images/1/1c/House_Rambton.PNG"")";"image(""http://awoiaf.westeros.org/images/1/1c/House_Rambton.PNG"")";;;;;Killed by Selyse Baratheon's men at Dragonstone
;Maric;Seaworth;;"image(""http://awoiaf.westeros.org/images/6/69/Seaworth_sigil_coat.png"")";"image(""http://awoiaf.westeros.org/images/2/2e/Stannis_sigil_coat.png"")";;"""Fury"" oarmaster";Davos' Son;Killed by Lannisters at the Battle of the Blackwater
;Matthos;Seaworth;;"image(""http://awoiaf.westeros.org/images/6/69/Seaworth_sigil_coat.png"")";"image(""http://awoiaf.westeros.org/images/6/69/Seaworth_sigil_coat.png"")";;"""Black Betha"" crewman";Davos' Son;Killed by Lannisters at the Battle of the Blackwater
;Devan;Seaworth;"image(""http://awoiaf.westeros.org/images/6/69/Seaworth_sigil_coat.png"")";"image(""http://awoiaf.westeros.org/images/6/69/Seaworth_sigil_coat.png"")";"image(""http://awoiaf.westeros.org/images/2/2e/Stannis_sigil_coat.png"")";;Stannis I Baratheon's squire;Davos' Son;
Lady;Marya;Seaworth;;"image(""http://awoiaf.westeros.org/images/6/69/Seaworth_sigil_coat.png"")";"image(""http://awoiaf.westeros.org/images/2/2e/Stannis_sigil_coat.png"")";;;;
;Azor Ahai;;;;;Son of Fire, Warrior of Light;;;Historical Character
;Bryen;Farring;"image(""http://awoiaf.westeros.org/images/6/6f/House_Farring.PNG"")";"image(""http://awoiaf.westeros.org/images/6/6f/House_Farring.PNG"")";"image(""http://awoiaf.westeros.org/images/2/2e/Stannis_sigil_coat.png"")";;Stannis I Baratheon's squire;;
;Nissa Nissa;;;;;;;;Historical Character
;Steffon;Seaworth;"image(""http://awoiaf.westeros.org/images/6/69/Seaworth_sigil_coat.png"")";"image(""http://awoiaf.westeros.org/images/6/69/Seaworth_sigil_coat.png"")";;;;;
;Stannis;Seaworth;"image(""http://awoiaf.westeros.org/images/6/69/Seaworth_sigil_coat.png"")";"image(""http://awoiaf.westeros.org/images/6/69/Seaworth_sigil_coat.png"")";;;;;
Lady;Cassana;Estermont;"image(""http://awoiaf.westeros.org/images/5/5a/House_Estermont.PNG"")";"image(""http://awoiaf.westeros.org/images/d/d1/House_Baratheon.PNG"")";"image(""http://awoiaf.westeros.org/images/d/d1/House_Baratheon.PNG"")";;Lady of Storm's End;;"Died aboard ""Windproud"" at Shipbreaker Bay"
Lady;Delena;Florent;"image(""http://awoiaf.westeros.org/images/c/c1/House_Florent.PNG"")";"image(""http://awoiaf.westeros.org/images/d/d1/House_Norcross.PNG"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";;;Colin's Daughter;
;Edric;Storm;;;;;;Robert's Bastard;
;Proudwing;;;;;Weakwing;Hawk;Stannis' Hawk;
;Thunderclap;;;;;;Gryfalcon;Robert's Falcon;
;085 Theon;;;;;;;;
King;Urron;Greyiron;"image(""http://awoiaf.westeros.org/images/6/6d/Greyiron.png"")";"image(""http://awoiaf.westeros.org/images/6/6d/Greyiron.png"")";"image(""http://awoiaf.westeros.org/images/6/6d/Greyiron.png"")";Redhand, Urron of Orkmont;King of the Iron Islands, Salt King;;Historical Character
Lord;Sawane;Botley;"image(""http://awoiaf.westeros.org/images/f/f7/Botley.png"")";"image(""http://awoiaf.westeros.org/images/f/f7/Botley.png"")";"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";;Lord of Lordsport;;Killed by Euron Greyjoy at Pyke
Lord;Gorold;Goodbrother;"image(""http://awoiaf.westeros.org/images/7/7b/House_Goodbrother.png"")";"image(""http://awoiaf.westeros.org/images/7/7b/House_Goodbrother.png"")";"image(""http://awoiaf.westeros.org/images/6/6e/Euronsigil1.png"")";;Lord of Hammerhorn;;
King;Euron;Greyjoy;"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";"image(""http://awoiaf.westeros.org/images/6/6e/Euronsigil1.png"")";"image(""http://awoiaf.westeros.org/images/6/6e/Euronsigil1.png"")";Croweye, Crow's Eye;"King of the Iron Islands and the North (disputed), ""Silence"" captain";Quellon's Son;
Captain;Victarion;Greyjoy;"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";"image(""http://awoiaf.westeros.org/images/6/6e/Euronsigil1.png"")";;"Lord Captain of the Iron Fleet, ""Iron Victory"" captain";Quellon's Son;
;Sylas;;;;"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";Sourmouth;Pyke steward;;Died
Captain;Dagmer;;;;"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";Cleftjaw, Uncle;"""Foamdrinker"" captain";;
;Aeron;Greyjoy;"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";Damphair, The Prophet;"""Golden Storm"" captain, Drowned God priest, prophet";Quellon's Son;
Princess;Asha;Greyjoy;"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";Esgred;"Princess of the Iron Islands, ""Black Wind"" captain";Balon's Daughter;
;Rodrik;Greyjoy;"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";;;Balon's Son;Killed by Jason Mallister at Seaguard
;Helya;;;;"image(""http://awoiaf.westeros.org/images/6/6e/Euronsigil1.png"")";;Pyke steward;;
Maester;Qalen;;;;"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";;Pyke maester;;Died at sea
Maester;Wendamyr;;;;"image(""http://awoiaf.westeros.org/images/6/6e/Euronsigil1.png"")";;Pyke maester;;
;Maron;Greyjoy;"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";;;Balon's Son;Killed by Baratheons at Pyke
;086 Daenerys;;;;;;;;
;Rhaegal;;;;;;Dragon;Daenerys' Dragon;
;Viserion;;;;;;Dragon;Daenerys' Dragon;
;Drogon;;;;;;Dragon;Daenerys' Dragon;
Lady;Lynesse;Hightower;"image(""http://awoiaf.westeros.org/images/7/7c/House_Hightower.png"")";"image(""http://awoiaf.westeros.org/images/c/c9/House_Mormont.PNG"")";;;Tregar Ormollen's concubine, Lady of Bear Island;Leyton's Daughter;
Lord;Leyton;Hightower;"image(""http://awoiaf.westeros.org/images/7/7c/House_Hightower.png"")";"image(""http://awoiaf.westeros.org/images/7/7c/House_Hightower.png"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";;Lord of the Hightower, Lord of the Port, Defender of the Citadel, Voice of Oldtown, Beacon of the South;;
Lady;;Glover;"image(""http://awoiaf.westeros.org/images/3/3d/House_Glover.PNG"")";"image(""http://awoiaf.westeros.org/images/c/c9/House_Mormont.PNG"")";"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";;Lady of Bear Island;;Died in childbirth at Bear Island
Ser;Ryman;Frey;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;Riverrun siege commander;Stevron's Son;Killed by outlaws near Fairmarket
Lord;Walter;Whent;;"image(""http://awoiaf.westeros.org/images/6/6d/House_Whent.png"")";"image(""http://awoiaf.westeros.org/images/2/23/House_Tully.PNG"")";Old Lord Whent;Lord of Harrenhal;;Died
Ser;Lyle;Crakehall;"image(""http://awoiaf.westeros.org/images/e/e4/House_Crakehall.PNG"")";"image(""http://awoiaf.westeros.org/images/e/e4/House_Crakehall.PNG"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";Strongboar;Lannister captain;;
Prince;Tregar;Ormollen;;;;;Lys merchant prince;;
;Pyat;Pree;;;;;Qarth warlock;;
Prince;Xaro;Xhoan Daxos;;;;;Qarth merchant prince;;
;Quaithe;;;;;Quaithe of the Shadow;Qarth shadowbinder;;
;087 Jon;;;;;;;;
;Bedwyck;;;;"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";Giant;Castle Black ranger;;
;Eddison;Tollett;"image(""http://awoiaf.westeros.org/images/8/89/House_Tollett.PNG"")";"image(""http://awoiaf.westeros.org/images/8/89/House_Tollett.PNG"")";"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";Dolorous Edd;Castle Black ranger;;
;Jarman;Buckwell;"image(""http://awoiaf.westeros.org/images/6/63/House_Buckwell.PNG"")";"image(""http://awoiaf.westeros.org/images/6/63/House_Buckwell.PNG"")";"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";;Expedition scout commander, Castle Black ranger;;
Ser;Mallador;Locke;"image(""http://awoiaf.westeros.org/images/9/9e/House_Locke.PNG"")";"image(""http://awoiaf.westeros.org/images/9/9e/House_Locke.PNG"")";"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";;Expedition baggage train commander, Castle Black ranger;;
Ser;Ottyn;Wythers;"image(""http://awoiaf.westeros.org/images/b/b8/House_Wythers.PNG"")";"image(""http://awoiaf.westeros.org/images/b/b8/House_Wythers.PNG"")";"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";;Expedition rearguard commander, Castle Black ranger;;Killed by a horse at the Fist of the First Men
;088 Arya;;;;;;;;
;Woth;;;;;;Castle Black recruit;;Killed by Lannisters near the Gods Eye
;Gerren;;;;;;Castle Black recruit;;Killed by Lannisters near the Gods Eye
;Urreg;;;;;;Castle Black recruit;;Killed by Lannisters near the Gods Eye
;Qyle;;;;;;Castle Black recruit;;Killed by Lannisters near the Gods Eye
;089 Tyrion;;;;;;;;
Maester;Frenken;;;;"image(""http://awoiaf.westeros.org/images/3/38/CoatBronn.png"")";;Castle Stokeworth maester;;
;;;;;;Ironbelly;King's Landing smith;;
;Salloreon;;;;;;King's Landing master armourer;;
;Alayaya;;;;;Yaya;King's Landing whore;Chataya's Daughter;
;090 Bran;;;;;;;;
;Tym;;;;"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";Poxy Tym;Stark guard;;Killed by Boltons at Winterfell
Lady;Donella;Manderly;"image(""http://awoiaf.westeros.org/images/8/83/House_Manderly.PNG"")";"image(""http://awoiaf.westeros.org/images/0/01/House_Hornwood.PNG"")";"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";;Lady of Hornwood;;Died of hunger at Hornwood
;Domeric;Bolton;"image(""http://awoiaf.westeros.org/images/7/76/Bolton.png"")";"image(""http://awoiaf.westeros.org/images/7/76/Bolton.png"")";"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";;;Roose's Son;Died of illness at the Dreadfort
;Heke;;;;"image(""http://awoiaf.westeros.org/images/7/76/Bolton.png"")";Reek;Ramsay Snow's servant;;Killed by Cassels at Hornwood
;Mors;Umber;"image(""http://awoiaf.westeros.org/images/f/f2/Umbercrest.png"")";"image(""http://awoiaf.westeros.org/images/f/f2/Umbercrest.png"")";"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";Crowfood;;Jon's Uncle;
;Hother;Umber;"image(""http://awoiaf.westeros.org/images/f/f2/Umbercrest.png"")";"image(""http://awoiaf.westeros.org/images/f/f2/Umbercrest.png"")";"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";Whoresbane;;Jon's Uncle;
;Larence;Snow;;;"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";;Greyjoy captive;Halys' Bastard;
;Leobald;Tallhart;"image(""http://awoiaf.westeros.org/images/f/fe/House_Tallhart.PNG"")";"image(""http://awoiaf.westeros.org/images/f/fe/House_Tallhart.PNG"")";"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";;Torrhen's Square castellan;Helman's Brother;Killed by Boltons at Winterfell
;Benfred;Tallhart;"image(""http://awoiaf.westeros.org/images/f/fe/House_Tallhart.PNG"")";"image(""http://awoiaf.westeros.org/images/f/fe/House_Tallhart.PNG"")";"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";;Wild Hares commander;Helman's Son;Killed by Greyjoys at the Stony Shore
;Beren;Tallhart;"image(""http://awoiaf.westeros.org/images/f/fe/House_Tallhart.PNG"")";"image(""http://awoiaf.westeros.org/images/f/fe/House_Tallhart.PNG"")";;;Greyjoy captive;Leobald's Son;
Lord;Ondrew;Locke;"image(""http://awoiaf.westeros.org/images/9/9e/House_Locke.PNG"")";"image(""http://awoiaf.westeros.org/images/9/9e/House_Locke.PNG"")";"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";Old Lord Locke;;;
Lady;Lyessa;Flint;"image(""http://awoiaf.westeros.org/images/e/e8/Flint_Widows_Watch.png"")";"image(""http://awoiaf.westeros.org/images/e/e8/Flint_Widows_Watch.png"")";"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";;Lady of Widow's Watch;;
Lord;Cley;Cerwyn;"image(""http://awoiaf.westeros.org/images/d/d8/House_Cerwyn.PNG"")";"image(""http://awoiaf.westeros.org/images/d/d8/House_Cerwyn.PNG"")";;;Lord of Cerwyn;Medger's Son;Killed by Boltons at Winterfell
;091 Tyrion;;;;;;;;
Ser;Tallad;;;"image(""http://awoiaf.westeros.org/images/b/b8/MiniTallad.png"")";"image(""http://awoiaf.westeros.org/images/5/5d/Joffrey_sigil_coat.png"")";Tallad the Tall;Hedgeknight;;
Lord;Hallyne;;;;"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";;Lord, Pyromancer of the Alchemists' Guild;;
;Galt;;;;;;Stone Crow;;
;092 Sansa;;;;;;;;
;Tyrek;Lannister;"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";"image(""http://awoiaf.westeros.org/images/5/5d/Joffrey_sigil_coat.png"")";Wet Nurse;Robert I Baratheon's squire;Tygett's Son;Killed by a mob at King's Landing
;093 Arya;;;;;;;;
;;;;;;Weasel;;;
;094 Tyrion;;;;;;;;
Wisdom;Munciter;;;;"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";;Pyromancer of the Alchemists' Guild;;
Wisdom;Malliard;;;;"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";;Pyromancer of the Alchemists' Guild;;
Lord;Rossart;;;"image(""http://awoiaf.westeros.org/images/b/b4/RossartSigil.png"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;Hand of King Aerys II, Pyromancer of the Alchemists' Guild;;Killed by Jaime Lannister at King's Landing
;Crawn;;;;;;Moon Brother;;
Prince;Trystane;Martell;"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";;Trys;Prince of Dorne;Doran's Son;
;095 Bran;;;;;;;;
;;;;;"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";Skittrick;Stark guard;;
Lady;Meera;Reed;"image(""http://awoiaf.westeros.org/images/6/6e/House_Reed.PNG"")";"image(""http://awoiaf.westeros.org/images/6/6e/House_Reed.PNG"")";"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";;;;
;Jojen;Reed;"image(""http://awoiaf.westeros.org/images/6/6e/House_Reed.PNG"")";"image(""http://awoiaf.westeros.org/images/6/6e/House_Reed.PNG"")";"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";Little Grandfather;;;
;096 Catelyn;;;;;;;;
;Shadd;;;;"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";;Catelyn Stark's escort, Stark man-at-arms;;
Lady;Minisa;Whent;"image(""http://awoiaf.westeros.org/images/6/6d/House_Whent.png"")";"image(""http://awoiaf.westeros.org/images/2/23/House_Tully.PNG"")";"image(""http://awoiaf.westeros.org/images/2/23/House_Tully.PNG"")";;Lady of Riverrun;;Died in childbirth at Riverrun
Ser;Colen;;;"image(""http://awoiaf.westeros.org/images/7/7f/Colen_of_Greenpools_COA.png"")";"image(""http://awoiaf.westeros.org/images/d/d1/House_Baratheon.PNG"")";Colen of Greenpools;;;
Lord;Eldon;Estermont;"image(""http://awoiaf.westeros.org/images/5/5a/House_Estermont.PNG"")";"image(""http://awoiaf.westeros.org/images/5/5a/House_Estermont.PNG"")";"image(""http://awoiaf.westeros.org/images/5/5d/Joffrey_sigil_coat.png"")";Elden;Lord of Greenstone;;
Ser;Ronnet;Connington;"image(""http://awoiaf.westeros.org/images/0/07/House_Connington.png"")";"image(""http://awoiaf.westeros.org/images/0/07/House_Connington.png"")";"image(""http://awoiaf.westeros.org/images/5/5d/Joffrey_sigil_coat.png"")";Red Ronnet;Kingsguard standard bearer, Wylis Manderly escort commander;;
Lady;Arwyn;Oakheart;;"image(""http://awoiaf.westeros.org/images/0/0f/House_Oakheart.png"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";;Lady of Old Oak;;
Lady;Brienne;Tarth;"image(""http://awoiaf.westeros.org/images/f/f3/House_Tarth.PNG"")";"image(""http://i.imgur.com/JTWKEUs.png"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";Beauty, Brienne the Blue, Maid of Tarth;"Rainbow Guard, ""Oathkeeper"" wielder";;Killed by Lem in the Riverlands
Lord;Selwyn;Tarth;"image(""http://awoiaf.westeros.org/images/f/f3/House_Tarth.PNG"")";"image(""http://awoiaf.westeros.org/images/f/f3/House_Tarth.PNG"")";"image(""http://awoiaf.westeros.org/images/5/5d/Joffrey_sigil_coat.png"")";The Evenstar;Lord of the Evenstar;;
Lord;Lorent;Caswell;"image(""http://awoiaf.westeros.org/images/1/10/House_Caswell.png"")";"image(""http://awoiaf.westeros.org/images/1/10/House_Caswell.png"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";;Lord of Bitterbridge;;
;Lucas;Blackwood;"image(""http://awoiaf.westeros.org/images/3/36/House_Blackwood.png"")";"image(""http://awoiaf.westeros.org/images/3/36/House_Blackwood.png"")";"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";;Catelyn Stark's escort;;Killed by Hosteen Frey at the Twins
Ser;Jon;Fossoway;"image(""http://awoiaf.westeros.org/images/7/77/House_Fossoway_green.png"")";"image(""http://awoiaf.westeros.org/images/7/77/House_Fossoway_green.png"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";;Lannister captive;;
Lord;;Willum;"image(""http://awoiaf.westeros.org/images/d/d7/Willum.png"")";"image(""http://awoiaf.westeros.org/images/d/d7/Willum.png"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";;Lord of House Willum;;
;Josua;Willum;"image(""http://awoiaf.westeros.org/images/d/d7/Willum.png"")";"image(""http://awoiaf.westeros.org/images/d/d7/Willum.png"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";;;;
;Elyas;Willum;"image(""http://awoiaf.westeros.org/images/d/d7/Willum.png"")";"image(""http://awoiaf.westeros.org/images/d/d7/Willum.png"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";;;;
Lord;Steffon;Varner;"image(""http://awoiaf.westeros.org/images/3/33/House_Varner.PNG"")";"image(""http://awoiaf.westeros.org/images/3/33/House_Varner.PNG"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";;Lord of House Varner;;
Ser;Guyard;Morrigen;"image(""http://awoiaf.westeros.org/images/e/e5/House_Morrigen.PNG"")";"image(""http://awoiaf.westeros.org/images/9/9a/Rainbow_Guard.PNG"")";"image(""http://awoiaf.westeros.org/images/2/2e/Stannis_sigil_coat.png"")";Guyard the Green;Stannis I Baratheon's vanguard commander, Rainbow Guard;;Killed by Garlan Tyrell at the Battle of the Blackwater
